season,date,team_id,team,opp,ha,total,oppXERA,oppBullpenERA,ops,opsL3,runsL3,s_xera,s_ops,s_bull,s_runsL3,s_opsL3,runs,opp_runs,pk
2025,2025-04-01,135,San Diego Padres,Cleveland Guardians,Home,80.88,11.336,4.66,0.7838,0.7416,3.33,100.0,90.7,54.0,22.2,60.4,7,2,778499
2025,2025-04-01,116,Detroit Tigers,Seattle Mariners,Away,87.76,24.679,4.85,0.8248,0.842,4.0,100.0,100.0,58.7,33.3,85.5,9,6,778496
2025,2025-04-01,136,Seattle Mariners,Detroit Tigers,Home,57.68,8.232,6.44,0.6451,0.6754,1.33,100.0,11.5,98.5,0.0,43.9,6,9,778496
2025,2025-04-01,112,Chicago Cubs,Athletics,Away,86.05,8.609,4.95,0.7833,1.0357,3.67,100.0,90.5,61.3,27.8,100.0,18,3,778501
2025,2025-04-01,133,Athletics,Chicago Cubs,Home,45.47,4.495,6.38,0.6806,0.6184,4.0,49.9,31.8,97.0,33.3,29.6,3,18,778501
2025,2025-04-01,144,Atlanta Braves,Los Angeles Dodgers,Away,5.45,3.027,2.57,0.4781,0.3711,1.0,13.2,0.0,1.7,0.0,0.0,1,6,778500
2025,2025-04-01,119,Los Angeles Dodgers,Atlanta Braves,Home,97.08,9.638,6.48,0.834,0.8737,6.67,100.0,100.0,99.5,77.8,93.4,6,1,778500
2025,2025-04-01,113,Cincinnati Reds,Texas Rangers,Home,58.94,3.783,3.49,0.7845,0.8403,6.67,32.1,91.1,24.8,77.8,85.1,0,1,778498
2025,2025-04-01,121,New York Mets,Miami Marlins,Away,15.41,2.521,2.59,0.6595,0.6846,4.67,0.5,19.7,2.2,44.5,46.1,2,4,778497
2025,2025-04-01,120,Washington Nationals,Toronto Blue Jays,Away,82.99,9.874,6.16,0.7518,0.8287,4.33,100.0,72.5,91.5,38.8,82.2,3,5,778491
2025,2025-04-01,118,Kansas City Royals,Milwaukee Brewers,Away,81.9,17.397,12.32,0.7334,0.7882,5.67,100.0,61.9,100.0,61.2,72.0,0,5,778488
2025,2025-04-02,137,San Francisco Giants,Houston Astros,Away,32.18,4.081,3.66,0.651,0.6607,5.0,39.5,14.9,29.0,50.0,40.2,3,1,778489
2025,2025-04-02,117,Houston Astros,San Francisco Giants,Home,8.08,3.306,1.57,0.4866,0.5009,1.67,20.2,0.0,0.0,0.0,0.2,1,3,778489
2025,2025-04-02,114,Cleveland Guardians,San Diego Padres,Away,31.0,3.299,1.41,0.7126,0.7084,3.67,20.0,50.1,0.0,27.8,52.1,0,7,778485
2025,2025-04-02,135,San Diego Padres,Cleveland Guardians,Home,89.88,10.928,4.94,0.8104,0.896,4.33,100.0,100.0,61.0,38.8,99.0,7,0,778485
2025,2025-04-02,116,Detroit Tigers,Seattle Mariners,Away,46.2,2.299,4.69,0.7876,0.7695,5.67,0.0,92.9,54.8,61.2,67.4,4,1,778486
2025,2025-04-02,136,Seattle Mariners,Detroit Tigers,Home,11.01,1.939,5.17,0.5822,0.5846,3.33,0.0,0.0,66.8,22.2,21.2,1,4,778486
2025,2025-04-02,112,Chicago Cubs,Athletics,Away,93.58,7.017,5.16,0.7821,1.0571,9.33,100.0,89.8,66.5,100.0,100.0,7,4,778494
2025,2025-04-02,133,Athletics,Chicago Cubs,Home,63.9,6.978,6.0,0.6854,0.6473,2.67,100.0,34.5,87.5,11.2,36.8,4,7,778494
2025,2025-04-02,144,Atlanta Braves,Los Angeles Dodgers,Away,10.98,3.598,2.12,0.4576,0.3185,0.33,27.4,0.0,0.0,0.0,0.0,1,3,778487
2025,2025-04-02,119,Los Angeles Dodgers,Atlanta Braves,Home,52.06,2.506,5.73,0.7913,0.7832,7.0,0.1,95.0,80.8,83.3,70.8,3,1,778487
2025,2025-04-02,140,Texas Rangers,Cincinnati Reds,Away,7.36,1.592,4.2,0.631,0.5614,2.33,0.0,3.4,42.5,5.5,15.4,1,0,778480
2025,2025-04-02,113,Cincinnati Reds,Texas Rangers,Home,32.1,3.199,3.49,0.6921,0.7006,5.67,17.5,38.3,24.8,61.2,50.1,0,1,778480
2025,2025-04-02,134,Pittsburgh Pirates,Tampa Bay Rays,Away,0.0,2.347,2.25,0.5425,0.4721,1.0,0.0,0.0,0.0,0.0,0.0,4,2,778479
2025,2025-04-02,139,Tampa Bay Rays,Pittsburgh Pirates,Home,49.0,2.046,4.03,0.7969,0.8396,6.33,0.0,98.2,38.3,72.2,84.9,2,4,778479
2025,2025-04-02,118,Kansas City Royals,Milwaukee Brewers,Away,33.85,2.939,10.03,0.6865,0.7015,4.33,11.0,35.1,100.0,38.8,50.4,2,3,778477
2025,2025-04-02,158,Milwaukee Brewers,Kansas City Royals,Home,11.19,2.202,4.58,0.6378,0.585,3.0,0.0,7.3,52.0,16.7,21.2,3,2,778477
2025,2025-04-02,108,Los Angeles Angels,St. Louis Cardinals,Away,17.2,3.288,3.05,0.563,0.5732,5.67,19.7,0.0,13.7,61.2,18.3,5,12,778473
2025,2025-04-02,138,St. Louis Cardinals,Los Angeles Angels,Home,69.61,4.541,3.71,0.835,0.8358,6.67,51.0,100.0,30.2,77.8,83.9,12,5,778473
2025,2025-04-02,142,Minnesota Twins,Chicago White Sox,Away,49.55,6.859,4.96,0.5199,0.5473,3.33,100.0,0.0,61.5,22.2,11.8,6,1,778474
2025,2025-04-02,145,Chicago White Sox,Minnesota Twins,Home,45.56,4.866,3.0,0.6867,0.7249,4.67,59.1,35.3,12.5,44.5,56.2,1,6,778474
2025,2025-04-02,141,Toronto Blue Jays,Washington Nationals,Home,46.15,1.506,9.18,0.7707,0.7915,4.33,0.0,83.3,100.0,38.8,72.9,4,2,778478
2025,2025-04-02,112,Chicago Cubs,Athletics,Away,53.58,2.456,5.16,0.7821,1.0571,9.33,0.0,89.8,66.5,100.0,100.0,10,2,778471
2025,2025-04-02,133,Athletics,Chicago Cubs,Home,63.9,9.983,6.0,0.6854,0.6473,2.67,100.0,34.5,87.5,11.2,36.8,2,10,778471
2025,2025-04-02,114,Cleveland Guardians,San Diego Padres,Away,39.73,4.172,1.41,0.7126,0.7084,3.67,41.8,50.1,0.0,27.8,52.1,2,5,778476
2025,2025-04-02,135,San Diego Padres,Cleveland Guardians,Home,49.88,2.023,4.94,0.8104,0.896,4.33,0.0,100.0,61.0,38.8,99.0,5,2,778476
2025,2025-04-02,116,Detroit Tigers,Seattle Mariners,Away,62.89,4.169,4.69,0.7876,0.7695,5.67,41.7,92.9,54.8,61.2,67.4,2,3,778469
2025,2025-04-02,136,Seattle Mariners,Detroit Tigers,Home,51.01,8.824,5.17,0.5822,0.5846,3.33,100.0,0.0,66.8,22.2,21.2,3,2,778469
2025,2025-04-02,137,San Francisco Giants,Houston Astros,Away,31.89,4.052,3.66,0.651,0.6607,5.0,38.8,14.9,29.0,50.0,40.2,6,3,778475
2025,2025-04-02,121,New York Mets,Miami Marlins,Away,21.48,3.909,2.22,0.6214,0.6401,4.33,35.2,0.0,0.0,38.8,35.0,6,5,778481
2025,2025-04-02,146,Miami Marlins,New York Mets,Home,56.93,7.89,1.31,0.6845,0.6577,3.67,100.0,34.0,0.0,27.8,39.4,5,6,778481
2025,2025-04-02,111,Boston Red Sox,Baltimore Orioles,Away,9.58,2.914,2.7,0.5912,0.609,3.33,10.4,0.0,5.0,22.2,27.2,3,0,778483
2025,2025-04-02,110,Baltimore Orioles,Boston Red Sox,Home,56.36,3.363,3.32,0.8813,0.8604,6.0,21.6,100.0,20.5,66.7,90.1,0,3,778483
2025,2025-04-02,115,Colorado Rockies,Philadelphia Phillies,Away,21.46,4.192,3.77,0.552,0.5324,2.33,42.3,0.0,31.8,5.5,8.1,1,5,778482
2025,2025-04-02,143,Philadelphia Phillies,Colorado Rockies,Home,56.67,1.447,10.8,0.9047,0.9378,6.0,0.0,100.0,100.0,66.7,100.0,5,1,778482
2025,2025-04-02,109,Arizona Diamondbacks,New York Yankees,Away,57.79,3.001,4.96,0.8965,0.8538,6.67,12.5,100.0,61.5,77.8,88.4,4,3,778484
2025,2025-04-02,147,New York Yankees,Arizona Diamondbacks,Home,95.85,7.902,4.84,1.0998,1.1798,12.33,100.0,100.0,58.5,100.0,100.0,3,4,778484
2025,2025-04-03,144,Atlanta Braves,Los Angeles Dodgers,Away,40.0,7.992,1.8,0.485,0.486,0.67,100.0,0.0,0.0,0.0,0.0,5,6,778472
2025,2025-04-03,119,Los Angeles Dodgers,Atlanta Braves,Home,91.67,8.071,5.88,0.8143,0.807,5.33,100.0,100.0,84.5,55.5,76.8,6,5,778472
2025,2025-04-03,111,Boston Red Sox,Baltimore Orioles,Away,46.91,11.031,2.35,0.6296,0.6562,3.33,100.0,2.6,0.0,22.2,39.1,8,4,778470
2025,2025-04-03,110,Baltimore Orioles,Boston Red Sox,Home,76.95,8.528,3.18,0.8038,0.6433,3.0,100.0,100.0,17.0,16.7,35.8,4,8,778470
2025,2025-04-03,143,Philadelphia Phillies,Colorado Rockies,Home,91.41,17.407,11.08,0.8854,0.8231,4.0,100.0,100.0,100.0,33.3,80.8,3,1,778467
2025,2025-04-03,117,Houston Astros,Minnesota Twins,Away,13.2,3.76,2.74,0.4918,0.4711,2.0,31.5,0.0,6.0,0.0,0.0,5,2,778462
2025,2025-04-03,142,Minnesota Twins,Houston Astros,Home,50.0,7.443,3.5,0.5585,0.622,4.67,100.0,0.0,25.0,44.5,30.5,2,5,778462
2025,2025-04-03,109,Arizona Diamondbacks,New York Yankees,Away,90.08,6.511,4.19,0.8423,0.8007,7.0,100.0,100.0,42.3,83.3,75.2,7,9,778466
2025,2025-04-03,147,New York Yankees,Arizona Diamondbacks,Home,74.09,4.803,5.26,0.9785,0.7552,6.67,57.6,100.0,69.0,77.8,63.8,9,7,778466
2025,2025-04-03,113,Cincinnati Reds,Milwaukee Brewers,Away,56.86,20.117,8.89,0.6229,0.5964,4.67,100.0,0.0,100.0,44.5,24.1,0,1,778468
2025,2025-04-03,158,Milwaukee Brewers,Cincinnati Reds,Home,22.37,3.517,3.71,0.6468,0.6509,3.0,25.4,12.5,30.2,16.7,37.7,1,0,778468
2025,2025-04-04,145,Chicago White Sox,Detroit Tigers,Away,57.17,6.425,4.87,0.6482,0.6652,4.33,98.1,13.3,59.2,38.8,41.3,4,7,778458
2025,2025-04-04,116,Detroit Tigers,Chicago White Sox,Home,45.85,3.319,3.86,0.7547,0.7809,5.0,20.5,74.1,34.0,50.0,70.2,7,4,778458
2025,2025-04-04,138,St. Louis Cardinals,Boston Red Sox,Away,62.22,3.79,2.93,0.8782,0.8518,7.67,32.2,100.0,10.8,94.5,87.9,9,13,778463
2025,2025-04-04,111,Boston Red Sox,St. Louis Cardinals,Home,24.14,2.751,2.66,0.6742,0.7899,5.33,6.3,28.1,4.0,55.5,72.5,13,9,778463
2025,2025-04-04,135,San Diego Padres,Chicago Cubs,Away,57.58,2.788,5.7,0.8098,0.8795,6.33,7.2,100.0,80.0,72.2,94.9,1,3,778460
2025,2025-04-04,112,Chicago Cubs,San Diego Padres,Home,59.41,3.547,1.54,0.7938,1.0515,11.67,26.2,96.5,0.0,100.0,100.0,3,1,778460
2025,2025-04-04,141,Toronto Blue Jays,New York Mets,Away,51.78,3.583,1.67,0.7847,0.8649,4.67,27.1,91.3,0.0,44.5,91.2,0,5,778465
2025,2025-04-04,121,New York Mets,Toronto Blue Jays,Home,46.19,5.093,5.47,0.625,0.7469,6.0,64.8,0.0,74.2,66.7,61.7,5,0,778465
2025,2025-04-04,133,Athletics,Colorado Rockies,Away,32.87,3.42,9.77,0.6697,0.6736,3.0,23.0,25.5,100.0,16.7,43.4,6,3,778456
2025,2025-04-04,115,Colorado Rockies,Athletics,Home,48.61,7.391,5.44,0.5526,0.5503,1.0,100.0,0.0,73.5,0.0,12.6,3,6,778456
2025,2025-04-04,147,New York Yankees,Pittsburgh Pirates,Away,66.84,4.494,4.07,1.0062,0.7744,5.67,49.8,100.0,39.3,61.2,68.6,9,4,778461
2025,2025-04-04,134,Pittsburgh Pirates,New York Yankees,Home,31.28,4.917,5.09,0.5688,0.5255,1.67,60.4,0.0,64.8,0.0,6.4,4,9,778461
2025,2025-04-04,136,Seattle Mariners,San Francisco Giants,Away,27.69,4.69,1.34,0.5933,0.6429,3.33,54.8,0.0,0.0,22.2,35.7,9,10,778444
2025,2025-04-04,109,Arizona Diamondbacks,Washington Nationals,Away,90.67,9.096,7.78,0.8282,0.6603,6.0,100.0,100.0,100.0,66.7,40.1,6,4,778457
2025,2025-04-04,120,Washington Nationals,Arizona Diamondbacks,Home,46.92,5.424,4.71,0.6852,0.5512,2.33,73.1,34.4,55.2,5.5,12.8,4,6,778457
2025,2025-04-04,119,Los Angeles Dodgers,Philadelphia Phillies,Away,44.58,2.32,3.26,0.8143,0.807,5.0,0.0,100.0,19.0,50.0,76.8,2,3,778459
2025,2025-04-04,143,Philadelphia Phillies,Los Angeles Dodgers,Home,49.19,2.974,1.8,0.8814,0.9143,4.67,11.9,100.0,0.0,44.5,100.0,3,2,778459
2025,2025-04-04,146,Miami Marlins,Atlanta Braves,Away,25.87,2.366,5.88,0.681,0.6576,4.33,0.0,32.0,84.5,38.8,39.4,0,10,778464
2025,2025-04-04,144,Atlanta Braves,Miami Marlins,Home,0.85,2.004,2.62,0.485,0.486,2.33,0.0,0.0,3.0,5.5,0.0,10,0,778464
2025,2025-04-04,110,Baltimore Orioles,Kansas City Royals,Away,80.85,6.802,3.6,0.798,0.7042,4.0,100.0,98.9,27.5,33.3,51.1,2,8,778455
2025,2025-04-04,118,Kansas City Royals,Baltimore Orioles,Home,13.31,3.019,3.0,0.6251,0.6188,4.33,13.0,0.1,12.5,38.8,29.7,8,2,778455
2025,2025-04-05,139,Tampa Bay Rays,Texas Rangers,Away,46.73,5.418,2.83,0.6836,0.5672,5.0,73.0,33.5,8.3,50.0,16.8,2,5,778454
2025,2025-04-05,140,Texas Rangers,Tampa Bay Rays,Home,4.08,2.648,3.54,0.5923,0.4823,1.67,3.7,0.0,26.0,0.0,0.0,5,2,778454
2025,2025-04-05,113,Cincinnati Reds,Milwaukee Brewers,Away,17.26,3.326,6.1,0.5547,0.3113,0.0,20.7,0.0,90.0,0.0,0.0,2,3,778453
2025,2025-04-05,158,Milwaukee Brewers,Cincinnati Reds,Home,20.59,3.948,3.42,0.6192,0.5856,3.0,36.2,0.0,23.0,16.7,21.4,3,2,778453
2025,2025-04-05,114,Cleveland Guardians,Los Angeles Angels,Away,34.5,2.714,7.39,0.7358,0.6347,1.33,5.3,63.3,100.0,0.0,33.7,8,6,778447
2025,2025-04-05,108,Los Angeles Angels,Cleveland Guardians,Home,37.8,4.337,4.5,0.6317,0.7426,6.33,45.9,3.8,50.0,72.2,60.7,6,8,778447
2025,2025-04-05,145,Chicago White Sox,Detroit Tigers,Away,33.59,4.587,5.11,0.6429,0.5804,2.67,52.2,10.2,65.3,11.2,20.1,2,7,778445
2025,2025-04-05,116,Detroit Tigers,Chicago White Sox,Home,85.85,6.574,4.62,0.8013,0.7668,4.33,100.0,100.0,53.0,38.8,66.7,7,2,778445
2025,2025-04-05,117,Houston Astros,Minnesota Twins,Away,45.35,10.54,2.67,0.5436,0.6304,3.0,100.0,0.0,4.2,16.7,32.6,1,6,778440
2025,2025-04-05,142,Minnesota Twins,Houston Astros,Home,14.02,2.779,3.23,0.5337,0.6544,5.33,7.0,0.0,18.2,55.5,38.6,6,1,778440
2025,2025-04-05,135,San Diego Padres,Chicago Cubs,Away,54.77,3.506,5.55,0.7791,0.7712,4.33,25.1,88.1,76.2,38.8,67.8,1,7,778450
2025,2025-04-05,112,Chicago Cubs,San Diego Padres,Home,45.02,3.314,1.42,0.7635,0.714,6.67,20.4,79.1,0.0,77.8,53.5,7,1,778450
2025,2025-04-05,109,Arizona Diamondbacks,Washington Nationals,Away,69.39,4.261,7.23,0.8348,0.7267,5.67,44.0,100.0,100.0,61.2,56.7,3,4,778452
2025,2025-04-05,120,Washington Nationals,Arizona Diamondbacks,Home,48.06,5.224,4.4,0.693,0.6097,3.0,68.1,38.9,47.5,16.7,27.4,4,3,778452
2025,2025-04-05,119,Los Angeles Dodgers,Philadelphia Phillies,Away,64.99,5.066,3.8,0.7905,0.697,3.67,64.1,94.6,32.5,27.8,49.2,3,1,778448
2025,2025-04-05,143,Philadelphia Phillies,Los Angeles Dodgers,Home,62.64,4.842,2.03,0.8457,0.7574,3.67,58.5,100.0,0.0,27.8,64.3,1,3,778448
2025,2025-04-05,147,New York Yankees,Pittsburgh Pirates,Away,65.79,3.963,3.94,0.9973,0.8689,7.0,36.6,100.0,36.0,83.3,92.2,10,4,778449
2025,2025-04-05,134,Pittsburgh Pirates,New York Yankees,Home,53.01,8.004,5.47,0.5952,0.6789,2.67,100.0,0.0,74.2,11.2,44.7,4,10,778449
2025,2025-04-05,110,Baltimore Orioles,Kansas City Royals,Away,47.11,4.554,3.21,0.7638,0.54,2.0,51.4,79.3,17.8,0.0,10.0,8,1,778441
2025,2025-04-05,118,Kansas City Royals,Baltimore Orioles,Home,49.77,6.718,4.11,0.6431,0.517,3.33,100.0,10.3,40.3,22.2,4.3,1,8,778441
2025,2025-04-05,139,Tampa Bay Rays,Texas Rangers,Away,17.55,1.666,2.83,0.6836,0.5672,5.0,0.0,33.5,8.3,50.0,16.8,4,6,778438
2025,2025-04-05,140,Texas Rangers,Tampa Bay Rays,Home,24.31,4.671,3.54,0.5923,0.4823,1.67,54.3,0.0,26.0,0.0,0.0,6,4,778438
2025,2025-04-05,141,Toronto Blue Jays,New York Mets,Away,39.56,3.87,1.47,0.7387,0.6879,3.0,34.2,65.0,0.0,16.7,47.0,2,3,778446
2025,2025-04-05,121,New York Mets,Toronto Blue Jays,Home,32.14,4.308,5.59,0.627,0.5842,4.33,45.2,1.1,77.2,38.8,21.1,3,2,778446
2025,2025-04-05,113,Cincinnati Reds,Milwaukee Brewers,Away,39.1,5.51,6.1,0.5547,0.3113,0.0,75.2,0.0,90.0,0.0,0.0,11,7,778439
2025,2025-04-05,158,Milwaukee Brewers,Cincinnati Reds,Home,6.11,1.794,3.42,0.6192,0.5856,3.0,0.0,0.0,23.0,16.7,21.4,7,11,778439
2025,2025-04-05,146,Miami Marlins,Atlanta Braves,Away,51.48,7.334,5.74,0.635,0.4818,3.0,100.0,5.7,81.0,16.7,0.0,4,0,778451
2025,2025-04-05,144,Atlanta Braves,Miami Marlins,Home,55.09,7.604,4.21,0.5725,0.7104,5.33,100.0,0.0,42.8,55.5,52.6,0,4,778451
2025,2025-04-06,133,Athletics,Colorado Rockies,Away,44.16,3.402,7.34,0.7136,0.7648,4.0,22.6,50.6,100.0,33.3,66.2,7,4,778442
2025,2025-04-06,115,Colorado Rockies,Athletics,Home,21.84,3.533,4.88,0.6128,0.7224,1.67,25.8,0.0,59.5,0.0,55.6,4,7,778442
2025,2025-04-06,136,Seattle Mariners,San Francisco Giants,Away,53.65,6.866,1.4,0.6455,0.7502,4.33,100.0,11.7,0.0,38.8,62.5,1,4,778436
2025,2025-04-06,137,San Francisco Giants,Seattle Mariners,Home,68.44,5.049,4.8,0.7446,0.8794,6.33,63.7,68.3,57.5,72.2,94.8,4,1,778436
2025,2025-04-06,114,Cleveland Guardians,Los Angeles Angels,Away,64.27,5.3,6.32,0.7302,0.7586,3.33,70.0,60.1,95.5,22.2,64.7,4,10,778437
2025,2025-04-06,108,Los Angeles Angels,Cleveland Guardians,Home,61.52,4.815,5.62,0.6996,0.907,6.67,57.9,42.6,78.0,77.8,100.0,10,4,778437
2025,2025-04-06,109,Arizona Diamondbacks,Washington Nationals,Away,54.7,2.917,7.09,0.7983,0.7107,5.33,10.4,99.0,100.0,55.5,52.7,4,5,778429
2025,2025-04-06,120,Washington Nationals,Arizona Diamondbacks,Home,57.4,6.266,4.12,0.6855,0.6242,3.33,94.2,34.6,40.5,22.2,31.0,5,4,778429
2025,2025-04-06,138,St. Louis Cardinals,Boston Red Sox,Away,62.27,3.542,3.41,0.8865,0.883,9.33,26.0,100.0,22.8,100.0,95.8,4,5,778443
2025,2025-04-06,111,Boston Red Sox,St. Louis Cardinals,Home,62.99,4.171,4.4,0.7506,0.9991,8.0,41.8,71.8,47.5,100.0,100.0,5,4,778443
2025,2025-04-06,111,Boston Red Sox,St. Louis Cardinals,Home,64.3,4.302,4.4,0.7506,0.9991,8.0,45.0,71.8,47.5,100.0,100.0,18,7,778432
2025,2025-04-06,119,Los Angeles Dodgers,Philadelphia Phillies,Away,59.53,4.69,3.33,0.7795,0.7516,3.67,54.8,88.3,20.8,27.8,62.9,7,8,778434
2025,2025-04-06,143,Philadelphia Phillies,Los Angeles Dodgers,Home,37.31,3.027,1.88,0.7928,0.609,2.33,13.2,95.9,0.0,5.5,27.2,8,7,778434
2025,2025-04-06,147,New York Yankees,Pittsburgh Pirates,Away,78.66,4.953,4.15,1.0114,1.0601,9.33,61.3,100.0,41.3,100.0,100.0,4,5,778428
2025,2025-04-06,134,Pittsburgh Pirates,New York Yankees,Home,37.17,4.915,4.6,0.5865,0.6774,4.0,60.4,0.0,52.5,33.3,44.4,5,4,778428
2025,2025-04-06,141,Toronto Blue Jays,New York Mets,Away,55.96,5.873,1.51,0.7319,0.6563,2.0,84.3,61.1,0.0,0.0,39.1,1,2,778435
2025,2025-04-06,121,New York Mets,Toronto Blue Jays,Home,60.04,6.676,6.1,0.6391,0.6668,4.67,100.0,8.1,90.0,44.5,41.7,2,1,778435
2025,2025-04-06,145,Chicago White Sox,Detroit Tigers,Away,50.71,8.232,4.79,0.6409,0.5685,2.33,100.0,9.1,57.2,5.5,17.1,3,4,778433
2025,2025-04-06,116,Detroit Tigers,Chicago White Sox,Home,49.31,2.392,4.13,0.8229,0.8873,5.33,0.0,100.0,40.8,55.5,96.8,4,3,778433
2025,2025-04-06,110,Baltimore Orioles,Kansas City Royals,Away,39.68,1.782,4.02,0.7762,0.7204,4.67,0.0,86.4,38.0,44.5,55.1,1,4,778422
2025,2025-04-06,118,Kansas City Royals,Baltimore Orioles,Home,20.32,3.828,3.67,0.6285,0.5291,3.67,33.2,2.0,29.2,27.8,7.3,4,1,778422
2025,2025-04-06,117,Houston Astros,Minnesota Twins,Away,46.06,10.753,2.25,0.5654,0.6758,3.0,100.0,0.0,0.0,16.7,43.9,9,7,778419
2025,2025-04-06,142,Minnesota Twins,Houston Astros,Home,12.48,2.942,2.91,0.5514,0.6035,4.67,11.1,0.0,10.3,44.5,25.9,7,9,778419
2025,2025-04-06,113,Cincinnati Reds,Milwaukee Brewers,Away,54.23,6.093,6.38,0.6311,0.6468,4.33,89.8,3.5,97.0,38.8,36.7,2,8,778421
2025,2025-04-06,158,Milwaukee Brewers,Cincinnati Reds,Home,37.03,5.066,3.56,0.641,0.6279,3.67,64.1,9.1,26.5,27.8,32.0,8,2,778421
2025,2025-04-06,135,San Diego Padres,Chicago Cubs,Away,53.45,4.495,5.43,0.7537,0.6425,2.33,49.9,73.5,73.2,5.5,35.6,8,7,778430
2025,2025-04-06,112,Chicago Cubs,San Diego Padres,Home,54.31,3.768,2.01,0.7819,0.778,6.67,31.7,89.7,0.0,77.8,69.5,7,8,778430
2025,2025-04-06,139,Tampa Bay Rays,Texas Rangers,Away,55.36,13.779,2.62,0.7011,0.536,2.67,100.0,43.5,3.0,11.2,9.0,3,4,778420
2025,2025-04-06,140,Texas Rangers,Tampa Bay Rays,Home,8.33,1.541,3.77,0.6124,0.5727,4.0,0.0,0.0,31.8,33.3,18.2,4,3,778420
2025,2025-04-06,115,Colorado Rockies,Athletics,Home,51.51,8.609,4.88,0.6128,0.7224,1.67,100.0,0.0,59.5,0.0,55.6,12,5,778423
