season,date,team_id,team,opp,ha,total,oppXERA,oppBullpenERA,ops,opsL3,runsL3,s_xera,s_ops,s_bull,s_runsL3,s_opsL3,runs,opp_runs,pk
2026,2026-04-01,110,Baltimore Orioles,Texas Rangers,Home,18.71,2.922,1.33,0.6451,0.7418,5.0,10.6,11.5,0.0,50.0,60.5,8,3,824860
2026,2026-04-01,134,Pittsburgh Pirates,Cincinnati Reds,Away,23.14,2.83,2.82,0.6922,0.6675,4.0,8.3,38.4,8.0,33.3,41.9,8,3,824536
2026,2026-04-01,113,Cincinnati Reds,Pittsburgh Pirates,Home,48.35,6.344,3.8,0.6335,0.6635,2.67,96.1,4.9,32.5,11.2,40.9,3,8,824536
2026,2026-04-01,120,Washington Nationals,Philadelphia Phillies,Away,53.38,1.417,6.16,0.7881,0.8174,7.0,0.0,93.2,91.5,83.3,79.3,5,6,823483
2026,2026-04-01,143,Philadelphia Phillies,Washington Nationals,Home,10.01,2.895,3.47,0.609,0.6006,2.67,9.9,0.0,24.3,11.2,25.2,6,5,823483
2026,2026-04-01,115,Colorado Rockies,Toronto Blue Jays,Away,32.75,1.919,7.36,0.6808,0.7608,6.0,0.0,31.9,100.0,66.7,65.2,2,1,822835
2026,2026-04-01,141,Toronto Blue Jays,Colorado Rockies,Home,77.93,5.282,5.14,0.8145,0.8404,5.0,69.5,100.0,66.0,50.0,85.1,1,2,822835
2026,2026-04-01,145,Chicago White Sox,Miami Marlins,Away,20.36,1.886,0.51,0.6761,0.6973,6.0,0.0,29.2,0.0,66.7,49.3,0,10,823889
2026,2026-04-01,146,Miami Marlins,Chicago White Sox,Home,85.23,5.84,10.45,0.7859,0.8252,5.67,83.5,91.9,100.0,61.2,81.3,10,0,823889
2026,2026-04-01,121,New York Mets,St. Louis Cardinals,Away,31.37,3.336,6.43,0.6842,0.5996,2.33,20.9,33.8,98.2,5.5,24.9,1,2,823078
2026,2026-04-01,138,St. Louis Cardinals,New York Mets,Home,28.61,2.636,2.25,0.7317,0.7249,4.0,3.4,61.0,0.0,33.3,56.2,2,1,823078
2026,2026-04-01,139,Tampa Bay Rays,Milwaukee Brewers,Away,42.41,2.966,1.19,0.768,0.8076,5.33,11.7,81.7,0.0,55.5,76.9,2,8,823806
2026,2026-04-01,158,Milwaukee Brewers,Tampa Bay Rays,Home,56.77,2.849,8.64,0.8582,0.7865,5.67,8.7,100.0,100.0,61.2,71.6,8,2,823806
2026,2026-04-01,111,Boston Red Sox,Houston Astros,Away,23.6,4.215,3.86,0.6296,0.5459,2.67,42.9,2.6,34.0,11.2,11.5,4,6,824211
2026,2026-04-01,117,Houston Astros,Boston Red Sox,Home,63.65,2.962,6.11,0.8294,1.0018,9.33,11.6,100.0,90.3,100.0,100.0,6,4,824211
2026,2026-04-01,108,Los Angeles Angels,Chicago Cubs,Away,68.3,12.532,3.72,0.745,0.5759,3.67,100.0,68.6,30.5,27.8,19.0,2,6,824698
2026,2026-04-01,112,Chicago Cubs,Los Angeles Angels,Home,45.82,5.694,2.0,0.6771,0.6091,3.33,79.8,29.8,0.0,22.2,27.3,6,2,824698
2026,2026-04-01,116,Detroit Tigers,Arizona Diamondbacks,Away,51.07,11.504,5.57,0.6006,0.5246,3.67,100.0,0.0,76.8,27.8,6.1,0,1,825106
2026,2026-04-01,109,Arizona Diamondbacks,Detroit Tigers,Home,35.77,1.965,5.0,0.728,0.7747,5.0,0.0,58.9,62.5,50.0,68.7,1,0,825106
2026,2026-04-01,137,San Francisco Giants,San Diego Padres,Away,50.42,8.573,3.64,0.5943,0.8028,1.33,100.0,0.0,28.5,0.0,75.7,1,7,823321
2026,2026-04-01,147,New York Yankees,Seattle Mariners,Away,15.53,3.021,3.12,0.656,0.6164,2.33,13.0,17.7,15.5,5.5,29.1,5,3,823157
2026,2026-04-01,136,Seattle Mariners,New York Yankees,Home,18.35,1.361,0.52,0.6875,0.6054,5.0,0.0,35.7,0.0,50.0,26.4,3,5,823157
2026,2026-04-01,118,Kansas City Royals,Minnesota Twins,Home,10.9,1.825,5.02,0.5729,0.6175,3.0,0.0,0.0,63.0,16.7,29.4,13,9,824136
2026,2026-04-02,114,Cleveland Guardians,Los Angeles Dodgers,Away,26.28,4.833,2.83,0.5943,0.5849,1.67,58.3,0.0,8.3,0.0,21.2,4,1,823970
2026,2026-04-02,119,Los Angeles Dodgers,Cleveland Guardians,Home,23.9,3.071,3.34,0.689,0.6379,3.0,14.3,36.6,21.0,16.7,34.5,1,4,823970
2026,2026-04-02,142,Minnesota Twins,Kansas City Royals,Away,69.73,8.561,8.44,0.6686,0.7684,5.33,100.0,24.9,100.0,55.5,67.1,5,1,824133
2026,2026-04-02,118,Kansas City Royals,Minnesota Twins,Home,49.07,3.242,5.89,0.7187,0.873,6.67,18.6,53.5,84.7,77.8,93.2,1,5,824133
2026,2026-04-03,144,Atlanta Braves,Arizona Diamondbacks,Away,89.6,11.059,5.83,0.8234,0.8397,3.67,100.0,100.0,83.2,27.8,84.9,17,2,825105
2026,2026-04-03,109,Arizona Diamondbacks,Atlanta Braves,Home,37.16,3.736,1.19,0.701,0.7263,5.67,30.9,43.4,0.0,61.2,56.6,2,17,825105
2026,2026-04-03,121,New York Mets,San Francisco Giants,Away,20.35,4.088,3.61,0.6349,0.4593,1.67,39.7,5.7,27.7,0.0,0.0,2,7,823242
2026,2026-04-03,137,San Francisco Giants,New York Mets,Home,33.64,4.539,2.97,0.6204,0.8276,4.33,51.0,0.0,11.8,38.8,81.9,7,2,823242
2026,2026-04-03,119,Los Angeles Dodgers,Washington Nationals,Away,22.9,2.808,4.44,0.689,0.6379,2.33,7.7,36.6,48.5,5.5,34.5,13,6,822758
2026,2026-04-03,120,Washington Nationals,Los Angeles Dodgers,Home,76.04,6.124,2.83,0.773,0.7327,6.67,90.6,84.6,8.3,77.8,58.2,6,13,822758
2026,2026-04-03,138,St. Louis Cardinals,Detroit Tigers,Away,20.65,3.193,4.86,0.6663,0.5077,2.33,17.3,23.6,59.0,5.5,1.9,0,4,824299
2026,2026-04-03,116,Detroit Tigers,St. Louis Cardinals,Home,40.32,5.312,5.19,0.596,0.6077,3.67,70.3,0.0,67.3,27.8,26.9,4,0,824299
2026,2026-04-03,146,Miami Marlins,New York Yankees,Away,66.24,4.179,1.21,0.8467,0.9139,7.67,42.0,100.0,0.0,94.5,100.0,2,8,823568
2026,2026-04-03,147,New York Yankees,Miami Marlins,Home,41.08,5.407,0.51,0.6604,0.6262,3.67,72.7,20.2,0.0,27.8,31.5,8,2,823568
2026,2026-04-03,135,San Diego Padres,Boston Red Sox,Away,54.01,9.192,5.81,0.571,0.5962,4.0,100.0,0.0,82.7,33.3,24.0,2,5,824786
2026,2026-04-03,111,Boston Red Sox,San Diego Padres,Home,21.81,4.007,3.52,0.6417,0.5309,2.33,37.7,9.5,25.5,5.5,7.7,5,2,824786
2026,2026-04-03,141,Toronto Blue Jays,Chicago White Sox,Away,40.18,2.414,9.12,0.7527,0.7201,3.67,0.0,73.0,100.0,27.8,55.0,4,5,824621
2026,2026-04-03,145,Chicago White Sox,Toronto Blue Jays,Home,15.67,2.789,6.58,0.6083,0.4837,3.67,7.2,0.0,100.0,27.8,0.0,5,4,824621
2026,2026-04-03,113,Cincinnati Reds,Texas Rangers,Away,7.21,2.869,1.85,0.6138,0.5963,2.67,9.2,0.0,0.0,11.2,24.1,5,3,822919
2026,2026-04-03,140,Texas Rangers,Cincinnati Reds,Home,76.97,7.466,3.86,0.7459,0.7919,5.33,100.0,69.1,34.0,55.5,73.0,3,5,822919
2026,2026-04-03,112,Chicago Cubs,Cleveland Guardians,Away,55.35,5.883,3.34,0.6912,0.6674,4.33,84.6,37.8,21.0,38.8,41.9,1,4,824458
2026,2026-04-03,114,Cleveland Guardians,Chicago Cubs,Home,17.13,3.664,3.18,0.5943,0.5849,3.0,29.1,0.0,17.0,16.7,21.2,4,1,824458
2026,2026-04-03,139,Tampa Bay Rays,Minnesota Twins,Away,66.64,6.006,5.48,0.7393,0.6596,2.33,87.7,65.3,74.5,5.5,39.9,4,10,823732
2026,2026-04-03,142,Minnesota Twins,Tampa Bay Rays,Home,44.16,3.386,8.69,0.708,0.7428,5.0,22.2,47.4,100.0,50.0,60.7,10,4,823732
2026,2026-04-03,143,Philadelphia Phillies,Colorado Rockies,Away,62.2,7.401,4.15,0.6744,0.7731,3.67,100.0,28.2,41.3,27.8,68.3,10,1,824377
2026,2026-04-03,115,Colorado Rockies,Philadelphia Phillies,Home,63.88,7.069,6.46,0.6373,0.73,5.67,100.0,7.0,99.0,61.2,57.5,1,10,824377
2026,2026-04-03,110,Baltimore Orioles,Pittsburgh Pirates,Away,30.38,1.999,3.9,0.7145,0.7615,5.0,0.0,51.1,35.0,50.0,65.4,4,5,823406
2026,2026-04-03,134,Pittsburgh Pirates,Baltimore Orioles,Home,32.68,2.473,5.09,0.7137,0.7179,5.33,0.0,50.7,64.8,55.5,54.5,5,4,823406
2026,2026-04-04,136,Seattle Mariners,Los Angeles Angels,Away,3.63,2.498,1.82,0.6462,0.4677,1.67,0.0,12.1,0.0,0.0,0.0,3,1,824056
2026,2026-04-04,108,Los Angeles Angels,Seattle Mariners,Home,0.6,1.7,2.61,0.6269,0.3324,2.0,0.0,1.1,2.7,0.0,0.0,1,3,824056
2026,2026-04-04,117,Houston Astros,Athletics,Away,54.56,3.236,2.91,0.7968,0.7911,7.67,18.4,98.2,10.3,94.5,72.8,4,11,825026
2026,2026-04-04,133,Athletics,Houston Astros,Home,52.99,7.179,5.17,0.6135,0.7526,2.0,100.0,0.0,66.8,0.0,63.2,11,4,825026
2026,2026-04-04,144,Atlanta Braves,Arizona Diamondbacks,Away,54.78,2.396,5.29,0.7937,0.8554,8.0,0.0,96.4,69.8,100.0,88.9,2,0,825103
2026,2026-04-04,109,Arizona Diamondbacks,Atlanta Braves,Home,12.07,3.083,0.92,0.6482,0.5019,3.33,14.6,13.3,0.0,22.2,0.5,0,2,825103
2026,2026-04-04,121,New York Mets,San Francisco Giants,Away,64.93,8.165,4.63,0.7048,0.7372,1.0,100.0,45.6,53.2,0.0,59.3,10,3,823240
2026,2026-04-04,137,San Francisco Giants,New York Mets,Home,9.45,2.437,2.76,0.5993,0.6072,5.67,0.0,0.0,6.5,61.2,26.8,3,10,823240
2026,2026-04-04,138,St. Louis Cardinals,Detroit Tigers,Away,45.07,12.143,4.5,0.6254,0.4576,1.67,100.0,0.2,50.0,0.0,0.0,6,11,824295
2026,2026-04-04,116,Detroit Tigers,St. Louis Cardinals,Home,51.75,8.563,4.91,0.6295,0.6314,3.0,100.0,2.6,60.2,16.7,32.8,11,6,824295
2026,2026-04-04,141,Toronto Blue Jays,Chicago White Sox,Away,32.68,1.751,7.53,0.7256,0.6288,3.33,0.0,57.5,100.0,22.2,32.2,3,6,824622
2026,2026-04-04,145,Chicago White Sox,Toronto Blue Jays,Home,7.95,1.486,5.46,0.6146,0.443,2.33,0.0,0.0,74.0,5.5,0.0,6,3,824622
2026,2026-04-04,118,Kansas City Royals,Milwaukee Brewers,Home,32.45,3.457,1.05,0.6752,0.8265,5.67,23.9,28.7,0.0,61.2,81.6,2,5,824132
2026,2026-04-04,158,Milwaukee Brewers,Kansas City Royals,Away,90.06,8.428,9.0,0.8347,0.6805,5.33,100.0,100.0,100.0,55.5,45.1,2,8,824134
2026,2026-04-04,119,Los Angeles Dodgers,Washington Nationals,Away,60.2,3.6,4.35,0.7897,0.8868,6.0,27.5,94.1,46.2,66.7,96.7,10,5,822757
2026,2026-04-04,120,Washington Nationals,Los Angeles Dodgers,Home,37.23,2.395,2.98,0.7829,0.7033,4.33,0.0,90.2,12.0,38.8,50.8,5,10,822757
2026,2026-04-04,117,Houston Astros,Athletics,Away,87.2,12.217,2.91,0.7968,0.7911,7.67,100.0,98.2,10.3,94.5,72.8,11,0,825027
2026,2026-04-04,133,Athletics,Houston Astros,Home,45.05,5.706,5.17,0.6135,0.7526,2.0,80.2,0.0,66.8,0.0,63.2,0,11,825027
2026,2026-04-04,110,Baltimore Orioles,Pittsburgh Pirates,Away,36.16,2.15,4.11,0.7272,0.8401,5.67,0.0,58.4,40.3,61.2,85.0,2,3,823404
2026,2026-04-04,134,Pittsburgh Pirates,Baltimore Orioles,Home,46.47,3.513,4.67,0.7111,0.813,7.0,25.3,49.2,54.2,83.3,78.2,3,2,823404
2026,2026-04-04,135,San Diego Padres,Boston Red Sox,Away,36.33,4.876,5.29,0.5459,0.5906,4.0,59.4,0.0,69.8,33.3,22.7,3,2,824782
2026,2026-04-04,111,Boston Red Sox,San Diego Padres,Home,18.76,2.615,3.54,0.6707,0.6755,3.67,2.9,26.1,26.0,27.8,43.9,2,3,824782
2026,2026-04-04,140,Texas Rangers,Cincinnati Reds,Home,35.62,2.536,3.64,0.7435,0.8058,4.67,0.9,67.7,28.5,44.5,76.4,0,2,822920
2026,2026-04-04,146,Miami Marlins,New York Yankees,Away,55.44,3.388,1.11,0.8018,0.8292,7.0,22.2,100.0,0.0,83.3,82.3,7,9,823569
2026,2026-04-04,147,New York Yankees,Miami Marlins,Home,57.78,5.574,1.66,0.7028,0.7815,6.0,76.8,44.5,0.0,66.7,70.4,9,7,823569
2026,2026-04-04,139,Tampa Bay Rays,Minnesota Twins,Away,68.03,12.064,4.78,0.727,0.6493,2.67,100.0,58.3,57.0,11.2,37.3,7,1,823730
2026,2026-04-04,142,Minnesota Twins,Tampa Bay Rays,Home,82.57,7.959,10.07,0.7106,0.8159,8.0,100.0,48.9,100.0,100.0,79.0,1,7,823730
2026,2026-04-04,144,Atlanta Braves,Arizona Diamondbacks,Away,84.08,5.43,5.29,0.7937,0.8554,8.0,73.2,96.4,69.8,100.0,88.9,1,2,825104
2026,2026-04-04,109,Arizona Diamondbacks,Atlanta Braves,Home,12.25,3.101,0.92,0.6482,0.5019,3.33,15.0,13.3,0.0,22.2,0.5,2,1,825104
2026,2026-04-05,143,Philadelphia Phillies,Colorado Rockies,Away,57.36,4.971,3.29,0.7099,0.8562,6.33,61.8,48.5,19.8,72.2,89.0,2,1,824378
2026,2026-04-05,115,Colorado Rockies,Philadelphia Phillies,Home,7.46,2.726,4.58,0.5816,0.407,1.33,5.6,0.0,52.0,0.0,0.0,1,2,824378
2026,2026-04-05,121,New York Mets,San Francisco Giants,Away,33.25,2.237,4.96,0.7115,0.8354,4.33,0.0,49.4,61.5,38.8,83.9,9,0,823239
2026,2026-04-05,137,San Francisco Giants,New York Mets,Home,15.07,3.537,2.28,0.5643,0.5767,3.67,25.9,0.0,0.0,27.8,19.2,0,9,823239
2026,2026-04-05,136,Seattle Mariners,Los Angeles Angels,Away,29.0,5.398,1.48,0.6237,0.5008,2.0,72.4,0.0,0.0,0.0,0.2,0,1,824054
2026,2026-04-05,108,Los Angeles Angels,Seattle Mariners,Home,0.36,2.355,2.44,0.6271,0.35,1.67,0.0,1.2,0.0,0.0,0.0,1,0,824054
2026,2026-04-05,112,Chicago Cubs,Cleveland Guardians,Away,48.67,7.815,3.13,0.6576,0.5383,2.33,100.0,18.6,15.7,5.5,9.6,1,0,824459
2026,2026-04-05,114,Cleveland Guardians,Chicago Cubs,Home,10.49,1.436,3.64,0.6344,0.6743,3.0,0.0,5.4,28.5,16.7,43.6,0,1,824459
2026,2026-04-05,112,Chicago Cubs,Cleveland Guardians,Away,16.25,3.258,3.13,0.6576,0.5383,2.33,18.9,18.6,15.7,5.5,9.6,5,6,824460
2026,2026-04-05,114,Cleveland Guardians,Chicago Cubs,Home,41.87,5.638,3.64,0.6344,0.6743,3.0,78.5,5.4,28.5,16.7,43.6,6,5,824460
2026,2026-04-05,119,Los Angeles Dodgers,Washington Nationals,Away,95.62,6.542,4.75,0.8125,0.9514,8.0,100.0,100.0,56.2,100.0,100.0,8,6,822756
2026,2026-04-05,120,Washington Nationals,Los Angeles Dodgers,Home,56.51,4.129,3.28,0.7778,0.7609,5.33,40.7,87.3,19.5,55.5,65.2,6,8,822756
2026,2026-04-05,110,Baltimore Orioles,Pittsburgh Pirates,Away,47.69,4.437,3.6,0.7045,0.7997,4.67,48.4,45.4,27.5,44.5,74.9,2,8,823405
2026,2026-04-05,134,Pittsburgh Pirates,Baltimore Orioles,Home,63.78,5.749,4.55,0.7101,0.741,5.33,81.2,48.6,51.2,55.5,60.2,8,2,823405
2026,2026-04-05,135,San Diego Padres,Boston Red Sox,Away,52.09,9.277,4.85,0.5535,0.6152,4.0,100.0,0.0,58.7,33.3,28.8,8,6,824781
2026,2026-04-05,111,Boston Red Sox,San Diego Padres,Home,56.34,6.482,3.51,0.6596,0.7111,3.67,99.6,19.8,25.2,27.8,52.8,6,8,824781
2026,2026-04-05,146,Miami Marlins,New York Yankees,Away,50.48,2.923,1.57,0.8166,0.8613,6.33,10.6,100.0,0.0,72.2,90.3,7,6,823566
2026,2026-04-05,147,New York Yankees,Miami Marlins,Home,31.66,1.419,3.24,0.7052,0.7872,7.33,0.0,45.8,18.5,88.8,71.8,6,7,823566
2026,2026-04-05,139,Tampa Bay Rays,Minnesota Twins,Away,35.01,2.683,4.88,0.7356,0.6756,4.33,4.6,63.2,59.5,38.8,43.9,4,1,823729
2026,2026-04-05,142,Minnesota Twins,Tampa Bay Rays,Home,40.52,3.948,8.88,0.6636,0.6548,5.33,36.2,22.1,100.0,55.5,38.7,1,4,823729
2026,2026-04-05,141,Toronto Blue Jays,Chicago White Sox,Away,65.99,7.331,6.75,0.7076,0.5284,2.67,100.0,47.2,100.0,11.2,7.1,0,3,824620
2026,2026-04-05,145,Chicago White Sox,Toronto Blue Jays,Home,14.03,1.763,5.17,0.6401,0.5793,3.67,0.0,8.6,66.8,27.8,19.8,3,0,824620
2026,2026-04-05,158,Milwaukee Brewers,Kansas City Royals,Away,71.75,4.712,6.75,0.7985,0.6953,5.0,55.3,99.1,100.0,50.0,48.8,8,5,824131
2026,2026-04-05,118,Kansas City Royals,Milwaukee Brewers,Home,22.14,2.131,1.99,0.7096,0.6942,3.67,0.0,48.3,0.0,27.8,48.6,5,8,824131
2026,2026-04-05,113,Cincinnati Reds,Texas Rangers,Away,6.48,2.635,2.01,0.626,0.6096,3.33,3.4,0.6,0.0,22.2,27.4,2,1,822917
2026,2026-04-05,140,Texas Rangers,Cincinnati Reds,Home,18.19,2.056,3.31,0.7059,0.5918,2.0,0.0,46.2,20.2,0.0,22.9,1,2,822917
2026,2026-04-05,143,Philadelphia Phillies,Colorado Rockies,Away,53.47,4.582,3.29,0.7099,0.8562,6.33,52.0,48.5,19.8,72.2,89.0,1,4,824379
2026,2026-04-05,115,Colorado Rockies,Philadelphia Phillies,Home,41.67,6.147,4.58,0.5816,0.407,1.33,91.2,0.0,52.0,0.0,0.0,4,1,824379
2026,2026-04-05,117,Houston Astros,Athletics,Away,69.33,4.267,3.83,0.8695,0.9456,7.0,44.2,100.0,33.2,83.3,100.0,10,12,825025
2026,2026-04-05,133,Athletics,Houston Astros,Home,23.99,3.583,4.87,0.588,0.6561,4.0,27.1,0.0,59.2,33.3,39.0,12,10,825025
2026,2026-04-05,121,New York Mets,San Francisco Giants,Away,62.25,5.4,4.96,0.7115,0.8354,4.33,72.5,49.4,61.5,38.8,83.9,5,2,823238
2026,2026-04-05,137,San Francisco Giants,New York Mets,Home,12.86,3.316,2.28,0.5643,0.5767,3.67,20.4,0.0,0.0,27.8,19.2,2,5,823238
2026,2026-04-05,108,Los Angeles Angels,Seattle Mariners,Home,0.36,1.521,2.44,0.6271,0.35,1.67,0.0,1.2,0.0,0.0,0.0,8,7,824053
2026,2026-04-05,144,Atlanta Braves,Arizona Diamondbacks,Away,43.52,1.806,4.97,0.7542,0.7967,6.67,0.0,73.8,61.7,77.8,74.2,5,6,825102
2026,2026-04-05,109,Arizona Diamondbacks,Atlanta Braves,Home,0.0,2.164,0.89,0.6194,0.4136,1.33,0.0,0.0,0.0,0.0,0.0,6,5,825102
2026,2026-04-05,116,Detroit Tigers,St. Louis Cardinals,Home,77.04,8.767,5.29,0.7129,0.9119,5.0,100.0,50.2,69.8,50.0,100.0,3,5,824296
2026,2026-04-06,112,Chicago Cubs,Tampa Bay Rays,Away,22.74,3.416,7.67,0.6387,0.5272,2.33,22.9,7.8,100.0,5.5,6.8,4,6,823002
